Year,Indicator Name,Indicator Code,Value
2013,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.80E+11
2012,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.75E+11
2011,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.66E+11
2010,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.60E+11
2009,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.57E+11
2008,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.55E+11
2007,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.51E+11
2006,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.45E+11
2005,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.37E+11
2004,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.23E+11
2003,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.13E+11
2002,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.12E+11
2001,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.09E+11
2000,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.09E+11
1999,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.07E+11
1998,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,1.02E+11
1997,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,99579112020
1996,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,97176320777
1995,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,90752119264
1994,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,84943827798
1993,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,83842053770
1992,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,80366243336
1991,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,73359338976
1990,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,74242391015
1989,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,71970944301
1988,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,69348874214
1987,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,63475466863
1986,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,60482738015
2018,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,7.2305375
2017,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,8.297835842
2016,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,7.697693426
2015,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,3.522902628
2014,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,5.081275027
2013,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,3.059278193
2012,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,5.29643749
2011,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,4.045644562
2010,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,1.869968279
2009,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,0.947868708
2008,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,3.052392704
2007,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,3.678639403
2006,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,5.91655938
2005,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,11.3767017
2004,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,9.134410394
2003,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,1.153498185
2002,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,2.725497746
2001,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,-0.090054723
2000,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,1.211705848
1999,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,5.586400738
1998,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,2.20708645
1997,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,2.472609813
1996,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,7.078844621
1995,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,6.837802836
1994,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,1.314106678
1993,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,4.324963181
1992,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,9.551482413
1991,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,-1.189417564
1990,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,3.156060735
1989,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,3.780984359
1988,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,9.253035292
1987,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,4.948071047
2018,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1.22E+13
2017,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1.14E+13
2016,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1.05E+13
2015,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,9.77E+12
2014,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,9.43E+12
2013,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,8.98E+12
2012,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,8.71E+12
2011,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,8.27E+12
2010,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,7.95E+12
2009,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,7.81E+12
2008,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,7.73E+12
2007,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,7.50E+12
2006,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,7.24E+12
2005,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,6.83E+12
2004,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,6.13E+12
2003,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,5.62E+12
2002,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,5.56E+12
2001,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,5.41E+12
2000,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,5.41E+12
1999,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,5.35E+12
1998,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,5.07E+12
1997,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,4.96E+12
1996,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,4.84E+12
1995,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,4.52E+12
1994,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,4.23E+12
1993,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,4.17E+12
1992,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,4.00E+12
1991,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,3.65E+12
1990,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,3.70E+12
1989,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,3.58E+12
1988,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,3.45E+12
1987,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,3.16E+12
1986,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,3.01E+12
2018,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,94.48565262
2017,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,93.22288493
2016,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.32865307
2015,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,90.73881878
2014,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.78080564
2013,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.82196075
2012,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,92.93621829
2011,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,90.8859384
2010,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,90.03183293
2009,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,89.73086297
2008,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.62373474
2007,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,87.77413243
2006,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,88.08180464
2005,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,84.79304383
2004,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,82.38831822
2003,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,82.64854231
2002,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,83.50763387
2001,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,84.0560986
2000,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,84.02035383
1999,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,86.04802172
1998,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,83.33094318
1997,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,86.76916311
1996,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,85.52726594
1995,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,84.16729102
1994,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,83.21559614
1993,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,85.31613056
1992,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,82.93251599
1991,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,82.53439478
1990,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,88.89751042
1989,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,88.95239165
1988,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,90.06954994
1987,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,88.63447268
1986,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.99151034
1985,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,94.07065267
1984,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,93.28523305
1983,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,92.25926758
1982,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,92.5576732
1981,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.92097642
1980,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,93.13083336
1979,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,94.18952817
1978,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.38039002
1977,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,90.46647514
1976,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.40907044
1975,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,95.3112703
1974,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,93.72473337
1973,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,89.84632182
1972,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.03265592
1971,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,90.01587638
1970,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.10816068
1969,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,90.44780482
1968,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,87.59221911
1967,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,92.24091214
2018,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,264.9235098
2017,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,259.6057246
2016,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,250.8052188
2015,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,253.4363263
2014,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,244.1437386
2013,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,228.2357977
2012,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,212.9880391
2011,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,198.0153087
2010,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,166.1164348
2009,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,150.1277402
2008,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,124.9908217
2007,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,107.8098597
2006,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,100
2005,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,82.60745808
2004,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,76.22483223
2003,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,70.50019337
2002,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,66.16333301
2001,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,64.54161327
2000,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,59.16287099
1999,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,46.45171406
1998,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,43.26307472
1997,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,41.61179203
1996,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,36.73399552
1995,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,33.92614659
1994,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,30.16405671
1993,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,26.83703823
1992,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,24.58692727
1991,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,22.40409308
1990,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,19.95687414
1989,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,18.5894438
1988,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,17.07804447
1987,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,15.45565516
1986,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,14.95460263
2018,Gross national expenditure (current US$),NE.DAB.TOTL.CD,3.47E+11
2017,Gross national expenditure (current US$),NE.DAB.TOTL.CD,3.33E+11
2016,Gross national expenditure (current US$),NE.DAB.TOTL.CD,2.98E+11
2015,Gross national expenditure (current US$),NE.DAB.TOTL.CD,2.88E+11
2014,Gross national expenditure (current US$),NE.DAB.TOTL.CD,2.60E+11
2013,Gross national expenditure (current US$),NE.DAB.TOTL.CD,2.47E+11
2012,Gross national expenditure (current US$),NE.DAB.TOTL.CD,2.42E+11
2011,Gross national expenditure (current US$),NE.DAB.TOTL.CD,2.24E+11
2010,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1.88E+11
2009,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1.80E+11
2008,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1.88E+11
2007,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1.62E+11
2006,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1.47E+11
2005,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1.14E+11
2004,Gross national expenditure (current US$),NE.DAB.TOTL.CD,96964999131
2003,Gross national expenditure (current US$),NE.DAB.TOTL.CD,82750793922
2002,Gross national expenditure (current US$),NE.DAB.TOTL.CD,72372182527
2001,Gross national expenditure (current US$),NE.DAB.TOTL.CD,73070766060
2000,Gross national expenditure (current US$),NE.DAB.TOTL.CD,74874549408
1999,Gross national expenditure (current US$),NE.DAB.TOTL.CD,63989601438
1998,Gross national expenditure (current US$),NE.DAB.TOTL.CD,62840084822
1997,Gross national expenditure (current US$),NE.DAB.TOTL.CD,65360398000
1996,Gross national expenditure (current US$),NE.DAB.TOTL.CD,66184676586
1995,Gross national expenditure (current US$),NE.DAB.TOTL.CD,62280965147
